job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
104,Software Engineer,"US, NY, New York",Customer Care,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,0,1,0,,Mid-Senior level,,Marketing,Engineering,0
105,Work From Home Specialist,"US, NY, New York",Sales,,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,1,Contract,Entry level,High School or equivalent,,Sales,0
106,Data Entry Clerk,"IN, DEL, Delhi",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,1,1,1,Part-time,Mid-Senior level,Bachelor's Degree,,Engineering,0
107,Work From Home Specialist,"US, CA, Los Angeles",Sales,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,0,0,0,Full-time,,Bachelor's Degree,,Administrative,0
108,Software Engineer,"PK, LHR, Lahore",Sales,50000-70000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,,Associate,,Financial Services,,0
109,Marketing Manager,"PK, LHR, Lahore",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Contract,,,,Engineering,0
110,Data Entry Clerk,"US, CA, Los Angeles",Customer Care,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,Contract,Entry level,High School or equivalent,Financial Services,Engineering,0
111,Data Entry Clerk,"PK, LHR, Lahore",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,1,1,,Mid-Senior level,Bachelor's Degree,Marketing,Engineering,0
112,Work From Home Specialist,"PK, LHR, Lahore",Sales,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,1,Contract,Entry level,Bachelor's Degree,Information Technology,Engineering,0
113,Software Engineer,"US, NY, New York",Customer Care,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,0,1,,Mid-Senior level,High School or equivalent,,,0
114,Data Entry Clerk,"PK, LHR, Lahore",Admin,,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Financial Services,Engineering,0
115,Data Entry Clerk,"US, CA, Los Angeles",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,,,High School or equivalent,Information Technology,Engineering,0
116,Work From Home Specialist,"US, NY, New York",Customer Care,1000-2000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,1,Part-time,Mid-Senior level,High School or equivalent,Marketing,Sales,0
117,Software Engineer,"IN, DEL, Delhi",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,Part-time,Associate,,Information Technology,Sales,0
118,Customer Service Rep,"US, NY, New York",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,0,Contract,Associate,Bachelor's Degree,Marketing,Engineering,0
119,Urgent Hiring Admin,"US, NY, New York",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,,Entry level,,Financial Services,Administrative,0
120,Urgent Hiring Admin,"PK, LHR, Lahore",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Administrative,0
121,Urgent Hiring Admin,"PK, LHR, Lahore",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,0,Full-time,,Bachelor's Degree,Financial Services,Sales,0
122,Data Entry Clerk,"US, NY, New York",Admin,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,Entry level,High School or equivalent,,Administrative,0
123,Data Entry Clerk,"US, NY, New York",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,0,0,0,,Entry level,,Marketing,Sales,0
124,Marketing Manager,"PK, LHR, Lahore",Customer Care,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Part-time,Associate,High School or equivalent,Financial Services,,0
125,Software Engineer,"US, NY, New York",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,1,,,High School or equivalent,Information Technology,Engineering,0
126,Urgent Hiring Admin,"US, NY, New York",Customer Care,100000-120000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,,,High School or equivalent,Financial Services,Sales,0
127,Work From Home Specialist,"US, NY, New York",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Full-time,Entry level,Bachelor's Degree,,,0
128,Marketing Manager,"US, NY, New York",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,1,1,Part-time,,Bachelor's Degree,Information Technology,,0
129,Customer Service Rep,"PK, LHR, Lahore",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,1,1,Full-time,Entry level,Bachelor's Degree,,Engineering,0
130,Software Engineer,"US, NY, New York",Admin,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,1,Part-time,Associate,Bachelor's Degree,Marketing,Sales,0
131,Marketing Manager,"PK, LHR, Lahore",IT,100000-120000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Contract,Entry level,Bachelor's Degree,Marketing,Administrative,0
132,Work From Home Specialist,"IN, DEL, Delhi",,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,1,Part-time,Entry level,High School or equivalent,Marketing,Engineering,0
133,Urgent Hiring Admin,"US, CA, Los Angeles",,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,0,,,High School or equivalent,Information Technology,,0
134,Software Engineer,"IN, DEL, Delhi",Admin,,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,0,,Associate,,Marketing,,0
135,Data Entry Clerk,"IN, DEL, Delhi",Admin,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,0,,Associate,,,Sales,0
136,Urgent Hiring Admin,"US, NY, New York",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,,Mid-Senior level,Bachelor's Degree,Financial Services,Engineering,0
137,Data Entry Clerk,"PK, LHR, Lahore",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,0,0,,Mid-Senior level,,Financial Services,Sales,0
